GameID,class,Age,HoursPerWeek,TotalHours,APM,SelectByHotkeys,AssignToHotkeys,UniqueHotkeys,MinimapAttacks,MinimapRightClicks,NumberOfPACs,GapBetweenPACs,ActionLatency,ActionsInPAC,TotalMapExplored,WorkersMade,UniqueUnitsMade,ComplexUnitsMade,ComplexAbilitiesUsed
10015,8,NULL,NULL,NULL,274.2552,0.018121,0.001264,8,0.000053,0.000975,0.007111,10.6419,24.3556,4.387,28,0.001106,6,0,0
1237,3,19,20,1000,61.875,0.00187,0.000248,4,0.000207,0.000176,0.003317,44.925,78.4299,3.0779,23,0.000568,8,0,0
3389,1,17,20,100,56.5278,0.001265,0.000284,2,0.000181,0.00049,0.002168,58.8434,94.1429,4.4048,12,0.000826,4,0,0.000077
3671,3,22,10,500,127.4898,0.004203,0.000343,7,0,0.000311,0.003173,34.5285,56.3918,6.2629,20,0.000998,7,0.000131,0.000065
10021,8,NULL,NULL,NULL,189.5778,0.007559,0.000487,10,0.000606,0.000566,0.005821,22.0317,36.733,4.905,28,0.00054,5,0,0
10074,8,NULL,NULL,NULL,313.5762,0.03055,0.00056,5,0,0.000206,0.00439,19.5405,35.4094,6.4228,12,0.001296,3,0,0.000059
10024,8,NULL,NULL,NULL,299.229,0.026428,0.000951,10,0.000155,0.000929,0.005443,17.0835,33.7398,5.2703,16,0.000697,6,0.000033,0.000011
8048,7,22,28,2700,179.7546,0.005395,0.000583,8,0.000885,0.000439,0.005214,24.1628,40.1626,5.3062,53,0.000621,8,0,0
4283,1,21,20,600,47.1678,0.000469,0.00019,4,0.000227,0.001018,0.002769,47.2255,89.0899,3.127,34,0.000549,7,0,0.000161
393,6,22,10,1000,91.866,0.003013,0.000435,6,0.000126,0.000137,0.004685,36.3039,49.7311,3.088,29,0.001409,7,0,0.00008
8849,1,19,14,30,47.2152,0.001517,0.000284,5,0,0.000213,0.001944,71.6543,100.6829,3.7561,14,0.000522,5,0,0
2721,3,21,20,100,88.0062,0.001717,0.000251,1,0,0.000168,0.003519,82.5817,60.1905,4.3452,38,0.001341,6,0,0
1074,1,22,16,400,38.3274,0,0,0,0.000021,0.000085,0.002578,76.0667,88.6281,2.843,16,0.000618,3,0,0
2759,3,22,16,800,85.2612,0.001956,0.000334,2,0,0.000177,0.00287,61.9931,77.9315,5.4692,33,0.000963,10,0,0
7650,5,37,18,1000,123.4098,0.002287,0.000596,7,0.000483,0.001236,0.002429,13.2471,70.5965,9.3509,15,0.002145,7,0,0.000028
1580,1,19,8,300,104.4486,0.003025,0.000411,2,0.000059,0.000117,0.001762,24.4746,72.7333,9.6167,11,0.000617,3,0,0.000029
10095,8,NULL,NULL,NULL,348.3576,0.029855,0.000811,4,0.000224,0.001315,0.005566,20.0537,33.5142,6.3719,27,0.001566,7,0.000457,0.000895
7560,5,26,4,100,111.9732,0.001741,0.000928,5,0.000165,0.000407,0.004232,42.8692,57.0871,4.536,35,0.00169,9,0,0.000133
10089,8,NULL,NULL,NULL,259.6296,0.020425,0.000743,9,0.000621,0.000146,0.004555,18.6059,42.8342,6.2754,46,0.000877,5,0,0
6241,4,17,20,250,164.5758,0.017913,0.000389,4,0.000018,0.000708,0.003133,54.3409,72.113,4.2429,17,0.00062,6,0,0.00023
6550,6,28,8,1000,253.9536,0.035249,0.000511,6,0.000085,0.000234,0.002638,55.9024,88.3226,4.7258,13,0.000851,3,0,0
7720,5,25,24,240,152.7906,0.005383,0.000285,6,0.000265,0.0002,0.004607,40.8,46.5233,5.1194,34,0.001036,10,0.000175,0.000645
8879,4,17,16,400,120.9438,0.002848,0.000354,2,0.00023,0.001698,0.002724,40.8366,79.2468,7.4221,19,0.00168,6,0,0
8604,4,22,4,153,95.2848,0.00239,0.000495,2,0.000029,0.000262,0.00271,12.0435,55.3978,5.9462,15,0.000641,5,0,0
2677,1,18,2,80,39.8712,0.000043,0.000101,4,0.000058,0.000058,0.00261,62.1556,102.453,2.9282,12,0.000317,5,0,0
6172,1,24,18,200,106.7454,0.002122,0.000356,6,0.0001,0.000114,0.003289,42.087,61.316,5.3463,19,0.000598,4,0,0
2209,4,21,30,400,161.3964,0.006346,0.000431,6,0,0,0.002585,66.2769,68.2424,9.5455,14,0.000588,3,0,0
3283,2,29,8,300,92.841,0.002518,0.00046,3,0.000011,0.000175,0.003065,37.9498,65.2571,5.7214,21,0.001303,6,0.000175,0.00058
6710,3,23,10,200,90.372,0.001264,0.000188,4,0,0.000125,0.002842,46.1062,65.6035,5.5419,13,0.001102,7,0.00005,0.000088
8672,7,23,42,2000,298.7952,0.02677,0.000377,4,0.000025,0.000025,0.004822,16.8586,33.7292,6.1354,14,0.000954,4,0,0
1495,2,22,4,350,84.2604,0.000456,0.000152,4,0.000009,0.000573,0.00324,23.4017,70.4199,4.9088,21,0.000877,9,0.000054,0.000125
5289,7,16,28,2500,185.3424,0.010909,0.000918,5,0.000375,0.000136,0.004505,28.0093,44.2593,5.3333,31,0.000803,6,0.000386,0.00024
220,2,27,8,280,55.047,0.000643,0.000126,0,0.000074,0.000095,0.002529,62.8452,83.8667,3.9333,22,0.000527,6,0,0.000179
4177,1,16,20,150,51.4452,0.000142,0.000065,5,0.000011,0.000327,0.004007,49.5695,59.1304,2.3016,30,0.00024,7,0,0
7714,5,25,2,400,134.8398,0.001906,0.000377,10,0.000228,0.000437,0.004319,35.5023,50.6575,5.4,44,0.001092,7,0,0
10079,8,NULL,NULL,NULL,254.2188,0.016608,0.000788,6,0.000926,0.00033,0.005408,14.9191,35.9921,5.7205,28,0.001129,6,0,0
2310,5,25,10,600,106.2276,0.001186,0.000305,3,0.000208,0.000144,0.003398,30.3886,57.3019,5.5283,20,0.000833,5,0,0
7883,6,19,14,950,225.9114,0.011331,0.000914,6,0.000029,0.00016,0.004788,30.3587,38.7273,6.4758,20,0.001596,6,0,0
10082,8,NULL,NULL,NULL,310.0416,0.026873,0.001278,10,0.000319,0.000479,0.005517,16.5446,33.8174,5.735,22,0.000922,8,0,0
5831,3,17,28,200,91.6326,0.003639,0.000092,2,0.000198,0.000099,0.00325,41.6,66.9953,4.3216,23,0.000649,6,0,0
10041,8,NULL,NULL,NULL,315.6936,0.028311,0.00116,10,0.001242,0.000628,0.005076,17.7035,32.6344,6.2231,24,0.000791,6,0,0.00015
5367,6,20,24,960,104.139,0.002533,0.000143,4,0,0.000428,0.00421,41.265,58.7797,4.0254,16,0.001392,4,0,0
5433,3,30,2,400,66.7578,0.000469,0.000186,4,0.000055,0.000098,0.003492,52,76.5875,3.4344,18,0.000437,5,0,0
1029,2,21,8,100,84.2382,0.001481,0.000143,5,0.000039,0.000556,0.003281,76.242,70.7584,4.4614,29,0.000468,7,0.000429,0.001167
4580,4,20,12,300,156.7194,0.007055,0.000599,5,0.000037,0.00035,0.00502,38.375,43.6037,4.4367,26,0.000746,7,0,0
3564,3,16,14,730,70.0308,0,0.000034,1,0,0.000303,0.00185,62.2222,86.7636,6.9273,12,0.000437,4,0,0
10061,8,NULL,NULL,NULL,284.2296,0.016069,0.000711,9,0.000355,0.000548,0.00668,9.4756,29.6851,5.3326,25,0.002459,7,0,0
9082,3,26,10,300,88.8702,0.001768,0.000331,5,0.000036,0.000122,0.002975,50.431,66.57,5.1377,28,0.00092,7,0.000367,0.000237
4889,1,30,2,60,100.0932,0.002156,0.000191,6,0.000021,0.000319,0.00325,53.377,66.7582,5.2092,31,0.000743,7,0.000074,0.00035
600,1,17,12,300,89.031,0.00071,0.000153,1,0,0.000139,0.003105,53.5856,63.426,5.1435,26,0.001434,5,0,0
1496,5,24,16,250,111.4068,0.002631,0.000458,8,0.000148,0.000133,0.003872,36.8429,55.2672,4.7214,17,0.001094,5,0,0
5738,1,16,14,450,52.644,0.000538,0.000108,3,0,0.000108,0.001959,34.8889,107.033,4.989,13,0.000452,4,0,0
2105,3,18,10,300,85.578,0.001462,0.000448,3,0.000024,0.000601,0.003255,54.0364,78.9565,5.4819,23,0.001569,7,0,0
3091,7,25,10,900,178.8342,0.01591,0.000391,7,0.000141,0.000308,0.004792,34.681,46.2276,3.8166,36,0.000706,10,0,0.00009
61,1,21,8,240,46.9962,0.00082,0.000169,6,0,0.000045,0.001988,94.0227,90.5311,4.1017,15,0.000573,5,0,0
5189,3,17,6,300,48.8346,0.000073,0.000114,0,0.000016,0.000098,0.002498,63.6209,82.9967,3.8795,24,0.000529,6,0,0.000098
10073,8,NULL,NULL,NULL,312.9804,0.026327,0.000266,6,0,0.000207,0.005053,14.6118,30.7836,6.193,10,0.001802,4,0,0.00003
357,7,21,24,1000,286.4538,0.017852,0.000717,6,0.000049,0.001298,0.006206,20.4232,30.9801,5.7171,30,0.001372,6,0,0
8841,5,20,20,750,148.2606,0.005373,0.000505,1,0.000013,0.000492,0.004416,45.0514,52.9036,5.2651,20,0.001543,6,0,0
1666,4,22,8,300,70.4238,0.001104,0.000144,2,0.000327,0.000268,0.003606,54.8167,69.8188,3.2899,23,0.000562,8,0.000105,0.000072
2478,6,18,20,700,173.2314,0.007325,0.000624,6,0,0.000203,0.005063,17.592,34.6933,4.91,18,0.000979,4,0,0
5323,1,18,28,200,49.7424,0.000366,0.000137,6,0.000033,0.000673,0.001915,75.9863,103.1399,4.8191,24,0.00034,9,0.000078,0
7077,5,21,8,400,115.8672,0.002707,0.000394,5,0,0.000381,0.003784,34.5226,51.75,5.0174,24,0.001117,5,0,0
2237,2,30,8,600,72.9954,0.001126,0.000388,5,0,0.000492,0.003521,46.0221,66.4706,3.625,27,0.000945,7,0,0.000272
2915,7,22,28,1250,143.7066,0.00728,0.000718,8,0.000256,0.000226,0.005547,32.0741,47.3567,3.5416,34,0.001036,8,0.000277,0.000062
10069,8,NULL,NULL,NULL,313.908,0.019537,0.001214,4,0.000318,0.000607,0.005879,8.1642,26.0918,6.7885,26,0.001321,8,0.000106,0.000443
5403,6,21,8,700,156.4614,0.003755,0.000484,7,0.000165,0.000178,0.004964,24.2674,43.5795,5.1615,18,0.002189,7,0.000064,0.000127
7918,3,31,4,300,88.9254,0.002225,0.000403,3,0.000111,0.000028,0.00374,42.791,60.2528,3.8439,23,0.00082,5,0,0
10069,8,NULL,NULL,NULL,313.908,0.019537,0.001214,4,0.000318,0.000607,0.005879,8.1642,26.0918,6.7885,26,0.001321,8,0.000106,0.000443
7120,6,22,24,700,192.1332,0.008087,0.000502,3,0.000078,0.002304,0.004498,20,45.2125,6.2892,24,0.001567,8,0,0
1988,7,18,24,500,172.3362,0.00474,0.000717,5,0.000235,0.000353,0.007971,18.0054,30.2604,3.3221,27,0.00092,6,0,0
2280,5,16,24,730,184.503,0.002388,0.000464,6,0.000056,0.000576,0.004917,15.2665,34.0229,6.4543,15,0.000562,6,0,0
442,4,19,6,50,88.1628,0.001506,0.00019,1,0.000012,0.000344,0.002703,51.8062,81.2632,5.5132,15,0.001174,6,0.000083,0.000071
3769,4,18,16,400,99.591,0.002447,0.000336,5,0.000012,0.000036,0.003322,28.971,54.1949,5.0217,18,0.000912,6,0,0
5489,6,19,10,600,141.8994,0.003864,0.000664,4,0.000032,0.000867,0.003575,32.8288,55.7605,7.1467,27,0.001445,6,0.000781,0.001595
4898,3,27,4,400,73.2168,0.001579,0.000881,2,0.000037,0.000012,0.002521,34.7902,69.2621,4.8058,17,0.000563,3,0,0
7888,4,24,12,2000,120.1476,0.001241,0.000248,5,0,0.000855,0.003365,26.6116,60.7541,6.2951,14,0.000883,5,0,0
1988,7,18,24,500,172.3362,0.00474,0.000717,5,0.000235,0.000353,0.007971,18.0054,30.2604,3.3221,27,0.00092,6,0,0
7783,6,21,16,800,263.7198,0.022523,0.000646,10,0.0002,0.000477,0.004305,23.5125,39.6714,6.3429,19,0.001199,8,0,0
3091,7,25,10,900,178.8342,0.01591,0.000391,7,0.000141,0.000308,0.004792,34.681,46.2276,3.8166,36,0.000706,10,0,0.00009
3840,2,23,10,800,62.4576,0.002544,0.000215,0,0,0.000215,0.001505,77.0732,102.4762,5.7381,10,0.00086,5,0,0
10090,8,NULL,NULL,NULL,314.67,0.028043,0.001157,10,0.000246,0.001083,0.004259,14.3023,36.1156,7.1965,16,0.000788,4,0,0
2029,7,19,28,1466,234.7176,0.011472,0.000936,8,0.000092,0.00091,0.004602,15.0575,43.1519,7.0774,33,0.003191,7,0.000053,0
10065,8,NULL,NULL,NULL,248.4012,0.016018,0.000874,9,0.000388,0.000372,0.005987,16.3144,30.2486,5.0973,21,0.001197,6,0,0
5323,1,18,28,200,49.7424,0.000366,0.000137,6,0.000033,0.000673,0.001915,75.9863,103.1399,4.8191,24,0.00034,9,0.000078,0
10005,8,NULL,NULL,NULL,287.8128,0.02904,0.001041,9,0.000231,0.000656,0.005399,31.6416,36.1143,4.5893,34,0.001138,6,0.000058,0
6393,7,22,56,3000,169.6974,0.004626,0.000517,6,0.00012,0.000397,0.006112,25.5613,35.2326,4.3308,30,0.001357,7,0.000323,0.000443
2308,6,22,42,1200,192.6966,0.00825,0.000779,6,0.000389,0.000389,0.004851,18.3043,42.282,5.7722,31,0.000779,5,0,0
3161,4,35,16,800,107.0412,0.001553,0.00038,4,0,0.000069,0.00329,49.993,73.2867,5.7867,22,0.001473,7,0,0.000012
3689,5,16,10,120,144.9648,0.002708,0.000205,5,0.000082,0.000103,0.005355,36.5692,48.3985,4.1992,23,0.000759,5,0,0
1988,7,18,24,500,172.3362,0.00474,0.000717,5,0.000235,0.000353,0.007971,18.0054,30.2604,3.3221,27,0.00092,6,0,0
2146,3,17,16,400,131.4708,0.002176,0.00041,4,0,0.000537,0.003321,33.9658,54.6894,7.2809,20,0.001201,7,0,0
3091,7,25,10,900,178.8342,0.01591,0.000391,7,0.000141,0.000308,0.004792,34.681,46.2276,3.8166,36,0.000706,10,0,0.00009
1463,7,17,56,1600,202.0026,0.01307,0.000816,4,0.000149,0.000378,0.006615,20.0964,33.9368,3.7699,25,0.001154,7,0,0
6847,1,35,12,450,46.8606,0.001233,0.000184,4,0,0.000411,0.002456,71.4159,93.9559,3.1982,26,0.000476,10,0.000022,0.000011
3894,6,21,14,500,192.474,0.007048,0.000429,7,0.000063,0.001806,0.005267,26.4712,37.7842,5.3165,35,0.001528,6,0,0
6055,6,16,36,1000,200.8446,0.011853,0.000793,8,0.000092,0.000609,0.00515,31.4221,40.1686,4.9222,32,0.001369,8,0.000242,0.00025
6182,6,20,28,1100,252.3096,0.029758,0.00026,5,0.000098,0.000293,0.002049,23.7419,60.4444,8.7937,12,0.000943,4,0,0
10095,8,NULL,NULL,NULL,348.3576,0.029855,0.000811,4,0.000224,0.001315,0.005566,20.0537,33.5142,6.3719,27,0.001566,7,0.000457,0.000895
1495,2,22,4,350,84.2604,0.000456,0.000152,4,0.000009,0.000573,0.00324,23.4017,70.4199,4.9088,21,0.000877,9,0.000054,0.000125
5057,1,26,10,12,30.6366,0.000499,0.000089,4,0,0.000064,0.001819,91.4311,113.2389,3.0133,18,0.000435,8,0,0.000008
1634,1,18,4,50,82.6356,0.001949,0.000039,1,0,0,0.002612,79.8788,84.0597,5.0896,14,0.000936,5,0,0
6518,6,20,8,25000,247.0164,0.015794,0.000438,8,0.000308,0.001339,0.004645,17.6471,37.1837,6.5944,29,0.00186,6,0,0.000012
6857,4,20,20,300,117.198,0.002285,0.000254,2,0,0.000582,0.004391,44.0956,51.0884,4.2585,30,0.001717,5,0,0
8632,6,20,28,546,153.7362,0.00556,0.00022,6,0.000143,0.000198,0.003898,19.0142,52.1243,6.0367,24,0.000903,6,0,0
251,6,23,40,2000,128.0802,0.002781,0.000303,4,0.001143,0.000702,0.003552,25.2451,50.9612,6.1395,20,0.00106,8,0.000055,0.00033
7548,1,25,10,500,46.599,0.000057,0.000057,3,0.000038,0.000247,0.00232,33.4545,90.623,3.8934,11,0.000399,5,0,0.000076
8672,7,23,42,2000,298.7952,0.02677,0.000377,4,0.000025,0.000025,0.004822,16.8586,33.7292,6.1354,14,0.000954,4,0,0
2147,5,19,8,900,117.2712,0.002691,0.000365,5,0.000156,0.00072,0.003056,44.2466,67.686,6.256,25,0.001575,7,0.000313,0.000657
3734,1,25,10,100,30.1632,0.000427,0.000122,3,0,0.000153,0.001526,113.0612,108.72,3.7,9,0.000519,4,0,0.000031
10005,8,NULL,NULL,NULL,287.8128,0.02904,0.001041,9,0.000231,0.000656,0.005399,31.6416,36.1143,4.5893,34,0.001138,6,0.000058,0
4864,2,25,10,120,47.9364,0.000336,0.000099,3,0.00004,0.000356,0.001817,50.5055,75.8261,4.9674,14,0.00083,5,0,0
297,5,18,6,180,162.4398,0.01168,0.000521,5,0.000099,0.00067,0.004067,33.7914,55.8293,4.6159,13,0.000818,7,0,0.000074
6565,2,18,12,300,82.3914,0.001882,0.0006,5,0.00003,0.000038,0.002748,65.6842,81.6133,5.1657,37,0.000577,7,0.000015,0.000083
10021,8,NULL,NULL,NULL,189.5778,0.007559,0.000487,10,0.000606,0.000566,0.005821,22.0317,36.733,4.905,28,0.00054,5,0,0
4699,7,23,14,750,166.5456,0.006804,0.000361,6,0.000764,0.000605,0.004065,18.4845,49.2562,6.1219,26,0.000664,7,0,0
788,6,20,12,250,169.0608,0.013899,0.000472,6,0.000022,0.000202,0.003688,43.6074,59.122,4.9085,18,0.001529,4,0,0
4320,2,16,10,10,44.97,0.001562,0.000134,4,0,0,0.001741,156.6234,110.6154,3.8462,18,0.000647,5,0,0
6453,4,20,4,220,123.7398,0.000556,0.000145,2,0.000024,0.000145,0.001644,36.2388,75.2353,13.7353,9,0.000242,3,0,0
3671,3,22,10,500,127.4898,0.004203,0.000343,7,0,0.000311,0.003173,34.5285,56.3918,6.2629,20,0.000998,7,0.000131,0.000065
1648,1,21,20,600,44.1438,0.000413,0.000207,5,0,0.000033,0.002904,62.8421,91.5955,2.7566,17,0.000479,6,0,0
7962,2,18,14,300,108.2226,0.008215,0.000603,4,0.000069,0.000069,0.002394,50.029,81.6691,5.0216,10,0.000654,3,0,0
5339,4,27,4,600,95.0778,0.001286,0.000125,1,0.000046,0.000057,0.003107,43.2059,64.9524,5.3956,21,0.000637,8,0,0
6679,2,24,10,150,39.0606,0.001452,0.000245,1,0.000019,0.000151,0.002281,74.4333,108.1653,2.7107,16,0.000811,5,0,0
3049,3,19,20,750,100.1742,0.000566,0.000111,2,0.000025,0.001021,0.003283,56.9023,65.8427,5.5618,24,0.001095,7,0,0
3661,4,23,20,700,109.6242,0.001769,0.000333,1,0.000043,0.000855,0.003479,31.2134,65.4833,5.4833,15,0.002406,7,0,0.000014
4172,3,22,20,500,70.281,0.000051,0.000122,7,0,0.000785,0.003303,53.7833,68.7778,4.0772,25,0.000704,9,0,0.00002
3449,1,29,10,500,43.6686,0.000213,0.000123,6,0,0.000101,0.002083,48.8,104.6237,4.0108,20,0.000336,6,0,0
4699,7,23,14,750,166.5456,0.006804,0.000361,6,0.000764,0.000605,0.004065,18.4845,49.2562,6.1219,26,0.000664,7,0,0
10095,8,NULL,NULL,NULL,348.3576,0.029855,0.000811,4,0.000224,0.001315,0.005566,20.0537,33.5142,6.3719,27,0.001566,7,0.000457,0.000895
713,3,20,20,500,133.8408,0.004806,0.000397,1,0.000031,0.000334,0.004232,33.6436,47.2494,5.0049,31,0.000972,7,0.000303,0.000031
7590,3,22,6,400,93.1896,0.005732,0.000143,6,0,0.000121,0.00259,43.8462,88.034,4.6766,22,0.000573,7,0,0
7339,6,20,20,1100,88.8582,0.001155,0.0003,6,0.000214,0.00059,0.003859,35.2622,54.6962,4.1818,30,0.000616,9,0.000308,0.000257
2618,2,22,20,700,94.0836,0.000845,0.000211,3,0,0.000423,0.003487,22.9313,59.7576,6.8636,17,0.000687,2,0,0
7298,3,36,4,300,104.289,0.000809,0.000155,1,0.000069,0.000534,0.002996,30.1965,64.5287,6.3966,17,0.000603,4,0,0
6847,1,35,12,450,46.8606,0.001233,0.000184,4,0,0.000411,0.002456,71.4159,93.9559,3.1982,26,0.000476,10,0.000022,0.000011
793,2,21,10,150,73.6266,0.000635,0.00033,3,0,0.000203,0.002565,48.7562,78.1386,5.5149,21,0.001067,5,0,0
5915,6,27,10,800,184.6992,0.005027,0.000624,8,0.000136,0.002821,0.004639,20.9219,40.4756,6.5926,30,0.001103,7,0.000118,0.000262
5883,1,33,12,30,46.542,0.001089,0.000239,3,0.00001,0.000115,0.00232,58.2149,111.0288,3.4691,20,0.000411,6,0,0
10083,8,NULL,NULL,NULL,288.7608,0.024022,0.000628,6,0.00035,0.001051,0.00558,19.0108,30.0866,5.3831,30,0.000761,5,0,0.000652
9044,2,20,16,80,92.1876,0.000993,0.000277,1,0.000879,0.000472,0.002345,39.4126,81.75,6.9236,13,0.000944,5,0,0.000033
9162,3,27,8,400,54.3882,0.001141,0.000357,1,0.000012,0.000219,0.002651,79.7729,87.3913,3.5043,17,0.000646,7,0,0
5668,2,23,6,100,54.915,0.000126,0.000111,5,0,0.000174,0.002591,36.0245,83.6829,4.0183,20,0.000363,4,0,0
975,3,19,14,900,91.0182,0.002964,0.000482,5,0.000017,0.000158,0.002848,48.4678,71.1487,5.2187,16,0.000648,6,0,0.000598
3667,6,23,16,200,167.2536,0.011676,0.00064,5,0.000357,0.000328,0.003753,25.8008,60.8095,5.3889,20,0.001891,6,0.000283,0.000149
1454,4,18,20,2000,191.3154,0.019919,0.000664,7,0.000013,0.000128,0.003386,37.5303,57.2226,4.8113,31,0.001048,9,0.000141,0.000217
5170,6,21,14,730,323.2506,0.038439,0.000352,3,0.000027,0.000162,0.002759,30.601,60.8039,8.0686,14,0.001096,6,0.000054,0.000582
2188,7,19,56,500,129.9048,0.007969,0.000652,6,0.000223,0.000223,0.003945,38.7879,51.7823,4.3528,25,0.000835,9,0.000286,0.000231
1312,2,24,6,300,71.9574,0.00005,0.000074,4,0.000149,0.000532,0.003081,46.8871,72.7068,4.4498,22,0.000532,6,0,0.000025
7384,6,18,12,350,192.282,0.003471,0.000327,3,0.000274,0.000781,0.006456,21.473,30.5556,4.6176,26,0.002015,5,0,0
10095,8,NULL,NULL,NULL,348.3576,0.029855,0.000811,4,0.000224,0.001315,0.005566,20.0537,33.5142,6.3719,27,0.001566,7,0.000457,0.000895
3091,7,25,10,900,178.8342,0.01591,0.000391,7,0.000141,0.000308,0.004792,34.681,46.2276,3.8166,36,0.000706,10,0,0.00009
1611,2,20,10,75,127.8924,0.002239,0.000424,6,0.000015,0.000124,0.003528,31.1185,57.7344,6.2822,29,0.00101,7,0,0
5229,4,35,10,500,89.742,0.001939,0.000382,7,0.000205,0.00041,0.001939,33.5035,91.7746,8.0634,23,0.001475,6,0,0
10025,8,NULL,NULL,NULL,179.9982,0.009524,0.001052,6,0,0.000125,0.003567,32.5628,39.56,7.005,13,0.000999,6,0,0
1375,3,16,24,730,101.6082,0.006838,0.000338,7,0.000026,0.00033,0.003419,64.2239,66.3046,3.7234,32,0.000538,5,0,0
8048,7,22,28,2700,179.7546,0.005395,0.000583,8,0.000885,0.000439,0.005214,24.1628,40.1626,5.3062,53,0.000621,8,0,0
3678,2,19,20,600,98.4516,0.00201,0.000098,1,0,0.000098,0.003052,39.3387,66.1365,5.5221,24,0.001312,6,0,0
8672,7,23,42,2000,298.7952,0.02677,0.000377,4,0.000025,0.000025,0.004822,16.8586,33.7292,6.1354,14,0.000954,4,0,0
9098,7,23,6,240,171.4218,0.003781,0.000443,7,0.000341,0.000721,0.004893,26.1969,39.7313,5.3282,16,0.002643,7,0,0
6393,7,22,56,3000,169.6974,0.004626,0.000517,6,0.00012,0.000397,0.006112,25.5613,35.2326,4.3308,30,0.001357,7,0.000323,0.000443
3137,5,18,28,1300,203.2734,0.017934,0.000668,6,0.001244,0.000658,0.003496,34.2301,54.7765,5.8353,27,0.000792,5,0,0
8700,5,22,28,600,135.4074,0.005292,0.000427,4,0.000034,0.000102,0.00589,46.1395,41.9014,3.4116,26,0.001827,7,0.000393,0.000529
6768,4,16,28,120,145.8042,0.002413,0.000384,5,0.000044,0.000708,0.003578,41.6942,61.732,7.0763,31,0.000885,7,0.000192,0.000553
2191,2,24,16,100,79.9734,0.001242,0.000292,7,0.000007,0.000142,0.002296,67.5686,88.3518,6.4267,30,0.001025,8,0,0
2658,5,17,10,300,156.7506,0.008847,0.000484,5,0.000066,0.001166,0.004324,35.1837,48.8448,4.7379,26,0.000968,7,0,0.000473
7049,2,25,16,800,51.6324,0,0.000019,1,0,0.000172,0.002484,39.2868,94.9846,3.9769,13,0.000497,6,0,0
314,6,17,14,300,207.576,0.010295,0.000724,5,0.000128,0.002499,0.005765,20.5235,37.9901,4.9458,34,0.002059,7,0,0
5209,5,27,8,800,170.1816,0.009749,0.00067,7,0.000009,0.000093,0.003883,26.6442,40.6043,5.6906,23,0.000512,6,0,0.000466
10035,8,NULL,NULL,NULL,298.7916,0.023253,0.000659,4,0.000433,0.00033,0.005561,16.0743,29.2593,5.8444,19,0.000783,6,0,0.000309
6067,2,33,4,100,98.2176,0.001559,0.000101,4,0.00002,0.000473,0.002736,33.3432,77.0294,6.2978,24,0.000895,6,0,0
2970,2,26,20,650,88.5954,0.000154,0.000028,4,0.000349,0.000405,0.002173,61.7339,71.0921,7.6595,33,0.000265,7,0,0
3323,4,21,8,250,62.085,0.00077,0.000053,0,0.000021,0.000021,0.003658,37.341,75.6311,3.098,26,0.000812,8,0.000369,0.000116
5873,1,19,16,20,65.9064,0.000966,0.00021,4,0,0.000303,0.002154,40.3478,96.8432,5.427,18,0.000501,7,0,0.000093
8338,2,18,28,630,93.6336,0.00139,0.00014,3,0,0.000519,0.00292,44.8889,72.7885,5.5769,20,0.000505,4,0,0
5093,2,17,28,600,108.0102,0.005368,0.000307,2,0.000022,0.000997,0.002498,76.793,74.2456,6.2588,21,0.000734,9,0,0
8578,3,23,6,730,180.8406,0.003336,0.000168,4,0.000053,0.000716,0.004346,27.2427,42.3051,6.9855,25,0.0014,10,0.000021,0.000032
72,7,17,42,10000,212.6022,0.00904,0.000676,6,0.001164,0.001253,0.004952,24.6117,41.7671,6.6104,45,0.002277,9,0.000129,0.000249
1211,6,21,14,700,135.975,0.008795,0.000674,10,0.000102,0.000499,0.004185,28.6549,51.5055,4.2517,24,0.00109,9,0.000268,0.000471
9021,1,28,2,30,98.7384,0.00292,0.000294,1,0.000158,0.00034,0.001426,72.5806,115.746,11.0159,17,0.00206,5,0,0
10062,8,NULL,NULL,NULL,355.3518,0.037526,0.0006,7,0.001242,0.000514,0.004541,9.2871,41.9497,6.5063,22,0.001228,8,0,0.000614
3488,4,21,10,200,79.827,0.001114,0.000182,3,0,0.000097,0.003477,56.1399,69.3659,4.0592,22,0.00132,6,0,0
5788,6,18,12,500,183.1272,0.011035,0.000991,6,0.000048,0.000788,0.004622,34.9845,36.8165,5.1266,28,0.00172,7,0.000275,0.001553
4326,4,22,4,250,75.9498,0.000818,0.000241,2,0.000346,0.000136,0.003302,32.4459,56.3683,4.1778,19,0.00088,7,0.000105,0.000199
7889,7,17,6,1100,159.2238,0.00357,0.000872,4,0.000241,0.0007,0.004833,17.9333,36.4181,5.323,21,0.00124,7,0,0.000046
2830,6,24,10,550,197.07,0.010285,0.000748,4,0.000257,0.002416,0.003132,21.1781,56.6143,9.1263,22,0.001807,6,0,0
905,3,25,8,700,78.8676,0.001101,0.000146,3,0.000189,0.000267,0.003234,43.6267,75.1596,4.2128,22,0.000688,7,0,0
6689,5,26,20,500,104.6136,0.002508,0.000216,7,0.000154,0.000442,0.002991,24.9103,65.2096,5.9931,23,0.00112,8,0.000154,0.000493
4205,3,23,28,730,74.4258,0.000015,0.000077,4,0.000046,0.000231,0.001727,47.0631,75.1071,8.1518,12,0.000833,5,0,0.00017
1775,5,20,6,350,110.7558,0.004298,0.000187,5,0.000153,0.000544,0.003533,34.9565,58.0577,4.6683,22,0.001138,6,0,0.000051
